TID	WORD1	LEN1
682	sandpapers	10
683	tuckered	8
684	laboratory	10
685	Gilmore's	9
686	feldspar	8
687	archly	6
688	unjust	6
689	chummiest	9
690	covenanted	10
691	cinches	7
692	gauges	6
693	ritualism	9
694	thesauri	8
695	Ruchbah's	9
696	goggled	7
697	phonological	12
698	showering	9
699	earliness's	11
700	staring	7
701	alabaster's	11
702	albatross's	11
703	Paula	5
704	Sucrets's	9
705	bandits	7
706	rescuing	8
707	parabolic	9
708	rippled	7
709	tingling	8
710	Grotius	7
711	spendthrift's	13
712	evaluate	8
713	Sprite's	8
714	accessions	10
715	pantheistic	11
716	sentences	9
717	impatience's	12
718	footprints	10
719	encumbers	9
720	orgy	4
721	Jersey's	8
722	nestles	7
723	cowards	7
724	Emilia	6
725	sophistication	14
726	awhile	6
727	sports	6
728	agglomerate's	13
729	attacker's	10
730	stones	6
731	Remus	5
732	attributives	12
733	devastate	9
734	shallow's	9
735	Amsterdam	9
736	Poole's	7
737	dialing	7
738	shatter's	9
739	southward's	11
740	gunnysack	9
741	haven't	7
742	Mulroney	8
743	riven	5
744	waging	6
745	wolfs	5
746	unexplored	10
747	unworthier	10
748	Qantas's	8
749	pinball's	9
750	garotte's	9
751	degenerates	11
752	deafens	7
753	danger	6
754	arbiter's	9
755	outplays	8
756	brushwood's	11
757	comb's	6
758	attributively	13
759	devising	8
760	sabotage	8
761	hooter's	8
762	steadies	8
763	organdie's	10
764	crematory's	11
765	cheeks	6
766	seemlier	8
767	Dixieland's	11
768	hermetic	8
769	effervescence	13
770	eiders	6
771	Cockney's	9
772	acrid	5
773	Nicklaus	8
774	muumuus	7
775	Shrek's	7
776	auspiciousness's	16
777	chevrons	8
778	gobble's	8
779	Landry's	8
780	tarried	7
781	individualist	13
782	fishery	7
783	Cathy's	7
784	knackwurst's	12
785	swanker	7
786	aspiration's	12
787	seasoning	9
788	goldbrick's	11
789	penknife's	10
790	ticking's	9
791	hermaphrodite	13
792	unified	7
793	floured	7
794	cheat	5
795	sepal's	7
796	creakier	8
797	towpath's	9
798	admissibility's	15
799	gavotte	7
800	overburden	10
801	Acosta's	8
802	Guofeng	7
803	gazer	5
804	pokes	5
805	fungi	5
806	angers	6
807	earthworm	9
808	lightly	7
809	Napster's	9
810	dipsomania's	12
811	ablative	8
812	cockle	6
813	herring's	9
814	incandescence's	15
815	imposes	7
816	disqualifications	17
817	sterilizer	10
818	tucking	7
819	Bernini	7
820	rural	5
821	railroads	9
822	keenness's	10
823	sourced	7
824	anchorages	10
825	BA's	4
826	extermination's	15
827	condemns	8
828	schoolchild's	13
829	misogynistic	12
830	purism	6
831	roams	5
832	multiplies	10
833	Celt	4
834	Bridgett's	10
835	smash's	7
836	cartooned	9
837	Nash	4
838	pursuer	7
839	quirk's	7
840	subtraction's	13
841	hiccoughed	10
842	totalities	10
843	Johnie's	8
844	Xiaoping's	10
845	newsworthier	12
846	mallard	7
847	beacon	6
848	sows	4
849	Boston's	8
850	mulish	6
851	impracticably	13
852	blacktops	9
853	Virgos	6
854	germinated	10
855	thunderstruck	13
856	limelight's	11
857	impregnability	14
858	scruffs	7
859	cosmoses	8
860	flambé's	8
861	distorter	9
862	Delia's	7
863	entwine	7
864	telecommuter	12
865	grad's	6
866	March's	7
867	realizable	10
868	adventuresses	13
869	mestizoes	9
870	Kyle's	6
871	Napier's	8
872	apices	6
873	disastrous	10
874	deadbolts	9
875	seaboard	8
876	Scaramouch	10
877	abbé's	6
878	robustness	10
879	rattans	7
880	Marylander	10
881	ascendents	10
882	lottery's	9
883	medalists	9
884	Tums's	6
885	incessant	9
886	regionalisms	12
887	bungler	7
888	firebreaks	10
889	Raymundo	8
890	predefined	10
891	Pole's	6
892	windburn's	10
893	amateurish	10
894	scooped	7
895	immortal	8
896	fanfares	8
897	irrigating	10
898	Victor's	8
899	twenty	6
900	fizzes	6
901	enchilada's	11
902	promoted	8
903	snowballs	9
904	closely	7
905	plagiarize	10
906	scrods	6
907	eventide's	10
908	overexposed	11
909	turnkey	7
910	door	4
911	scullions	9
912	Heineken's	10
913	pummels	7
914	deep	4
915	outcast	7
916	bootie	6
917	herbal	6
918	pharmacopoeias	14
919	epicurean	9
920	pocketbooks	11
921	Pu's	4
922	nil's	5
923	casserole's	11
924	briefs	6
925	Talmud	6
926	slipper's	9
927	forefinger's	12
928	avocado	7
929	clairvoyant's	13
930	distrusting	11
931	constituents	12
932	Modigliani	10
933	update's	8
934	Guam's	6
935	amanuenses	10
936	in	2
937	marabou's	9
938	hackneyed	9
939	Z's	3
940	carvers	7
941	clairvoyance	12
942	Pegasus	7
943	Babels	6
944	enchants	8
945	descant's	9
946	widgeon's	9
947	connived	8
948	lowness	7
949	desiccate	9
950	conductive	10
951	vassal	6
952	Kaunas's	8
953	Narmada	7
954	spumone	7
955	dewlaps	7
956	depress	7
957	erosive	7
958	metrics	7
959	rainmakers	10
960	smother	7
961	breathing's	11
962	Fuchs	5
963	silicate's	10
964	shamrocks	9
965	benevolence	11
966	canal's	7
967	pompadour	9
968	microscopically	15
969	windmill's	10
970	imbeds	6
971	scythe's	8
972	reproof's	9
973	medial	6
974	obscuring	9
975	Reed's	6
976	Lillie's	8
977	carries	7
978	procrastinates	14
979	her's	5
980	Spica	5
981	rooking	7
982	bloodthirstiest	15
983	wanderlust	10
984	Brazil's	8
985	June's	6
986	Rotarian's	10
987	Malamud	7
988	gardens	7
989	Carnap	6
990	selfish	7
991	disjoints	9
992	improper	8
993	bulbs	5
994	rampage's	9
995	repository	10
996	budgie's	8
997	Hinduisms	9
998	busybody's	10
999	acute's	7
1000	raglans	7
1001	pertinacity	11
1002	transits	8
1003	rigging's	9
1004	cubic	5
1005	seabirds	8
1006	cicada	6
1007	recoil's	8
1008	Lisa	4
1009	undeserved	10
1010	favored	7
1011	dent	4
1012	patio's	7
1013	chlorinating	12
1014	corporals	9
1015	Sargon's	8
1016	menus	5
1017	goober	6
1018	Sosa's	6
1019	ethos	5
1020	contravenes	11
1021	appendage's	11
1022	hourglass's	11
1023	Mahayanist's	12
1024	generality	10
1025	baaed	5
1026	terraria	8
1027	advertiser	10
1028	Essequibo	9
1029	fulfilling	10
1030	pointiest	9
1031	wallops	7
1032	overwhelm	9
1033	Dianne	6
1034	brickbat	8
1035	Terry	5
1036	caricaturist's	14
1037	crooner's	9
1038	dehumanizes	11
1039	snagged	7
1040	academician	11
1041	Pansy's	7
1042	righter	7
1043	Jansenist's	11
1044	lapsing	7
1045	pontificates	12
1046	Reverend	8
1047	Jaime	5
1048	bouts	5
1049	mystic's	8
1050	dreariness's	12
1051	gargantuan	10
1052	rhododendrons	13
1053	potholder's	11
1054	Maynard	7
1055	swapped	7
1056	Doris's	7
1057	reawakens	9
1058	curtail	7
1059	losing	6
1060	undershorts's	13
1061	severity	8
1062	distress's	10
1063	reschedule	10
1064	remissions	10
1065	moraines	8
1066	thumbtacks	10
1067	contestants	11
1068	engineer	8
1069	cooling	7
1070	buttons	7
1071	ushering	8
1072	testers	7
1073	spadework	9
1074	malted's	8
1075	disfavors	9
1076	apples	6
1077	corps's	7
1078	Malibu's	8
1079	managers	8
1080	induced	7
1081	caviare	7
1082	Algerian	8
1083	thrush	6
1084	gusto	5
1085	centerpieces	12
1086	successive	10
1087	Mandelbrot	10
1088	godless	7
1089	paraphernalia's	15
1090	call's	6
1091	ickiest	7
1092	herbivorous	11
1093	ceremonially	12
1094	slightness's	12
1095	Cecilia	7
1096	Woolite's	9
1097	locate	6
1098	elicited	8
1099	easternmost	11
1100	trefoil	7
1101	herewith	8
1102	lien	4
1103	elephant's	10
1104	infiltrator	11
1105	arthritics	10
1106	commoner	8
1107	entanglement	12
1108	Eloy	4
1109	flickers	8
1110	sherberts	9
1111	buckboards	10
1112	piggyback	9
1113	tankards	8
1114	caryatid	8
1115	flip	4
1116	allowance	9
1117	vetted	6
1118	caged	5
1119	millionths	10
1120	lore	4
1121	tagging	7
1122	prodigiously	12
1123	stigmatize	10
1124	graven	6
1125	purposes	8
1126	imbecile's	10
1127	scullions	9
1128	expects	7
1129	Ravel	5
1130	patrician's	11
1131	Helena	6
1132	spuriousness's	14
1133	dentifrice's	12
1134	peritoneum	10
1135	yoghurt	7
1136	plotted	7
1137	heap's	6
1138	pianissimi	10
1139	spending's	10
1140	inasmuch	8
1141	porno's	7
1142	saying's	8
1143	sized	5
1144	ploughshare	11
1145	prostration's	13
1146	recession's	11
1147	displeasing	11
1148	Guyanese's	10
1149	microscope	10
1150	Watts	5
1151	contributor's	13
1152	refinish	8
1153	cardinals	9
1154	coyness	7
1155	discourses	10
1156	bootie	6
1157	flaw	4
1158	fixated	7
1159	misrepresentations	18
1160	mouses	6
1161	deaf	4
1162	eggplant	8
1163	panhandling	11
1164	imaginable	10
1165	pickles	7
1166	redbreast	9
1167	Folsom	6
1168	above	5
1169	squeezed	8
1170	pro's	5
1171	Thaddeus	8
1172	traumatizing	12
1173	slang's	7
1174	handout's	9
1175	Berlin's	8
1176	dullest	7
1177	intrepid	8
1178	melodramas	10
1179	tern	4
1180	dill	4
1181	bodes	5
1182	Reinaldo	8
1183	nuptial's	9
1184	Nanette	7
1185	Waksman	7
1186	ringlet	7
1187	tenderize	9
1188	Amman	5
1189	Brazil's	8
1190	thirteen's	10
1191	flakiest	8
1192	duelists	8
1193	off	3
1194	buggers	7
1195	loco	4
1196	Bloch	5
1197	tornadoes	9
1198	despatch's	10
1199	eminence	8
1200	staccato's	10
1201	Erato	5
1202	preterite's	11
1203	schmoozed	9
1204	harshly	7
1205	postmark's	10
1206	fairylands	10
1207	allegations	11
1208	stauncher	9
1209	snatched	8
1210	brunette	8
1211	troubling	9
1212	prance	6
1213	interaction's	13
1214	rebuilds	8
1215	bicuspids	9
1216	aglitter	8
1217	Dushanbe	8
1218	chancellor's	12
1219	Protestant	10
1220	shallow's	9
1221	Togo's	6
1222	chide	5
1223	especially	10
1224	executrixes	11
1225	ladled	6
1226	sugarcoat	9
1227	Naomi	5
1228	pixie	5
1229	faceless	8
1230	amber	5
1231	hijacker	8
1232	mincemeat	9
1233	nontransferable	15
1234	strip	5
1235	consistencies	13
1236	fragility's	11
1237	bonuses	7
1238	sup	3
1239	Bk	2
1240	petal	5
1241	grudges	7
1242	princes	7
1243	motivate	8
1244	leavings	8
1245	precognition	12
1246	crystallize	11
1247	neutralizer's	13
1248	afterward	9
1249	Mobile's	8
1250	schwa's	7
1251	Lithuania's	11
1252	predetermined	13
1253	Justin's	8
1254	Huntley's	9
1255	coast	5
1256	nonliving's	11
1257	Bridgett	8
1258	tarmac's	8
1259	toadies	7
1260	Tuareg	6
1261	camouflage's	12
1262	tapped	6
1263	Manuela's	9
1264	pyrite	6
1265	wharf	5
1266	payments	8
1267	pokier	6
1268	hunch	5
1269	sickened	8
1270	employed	8
1271	eyeliner	8
1272	exportation's	13
1273	psychobabble	12
1274	over's	6
1275	Siam	4
1276	despise	7
1277	talkative	9
1278	brutality's	11
1279	loanword	8
1280	detecting	9
1281	childcare	9
1282	indemnification	15
1283	palliatives	11
1284	layer	5
1285	hungry	6
1286	responsibilities	16
1287	playback	8
1288	disencumbers	12
1289	suppress	8
1290	goodness	8
1291	seducers	8
1292	chatterboxes	12
1293	incorruptible	13
1294	glassware	9
1295	Jackson	7
1296	vintner	7
1297	cavalier	8
1298	articulately	12
1299	reincarnation's	15
1300	panda's	7
1301	songbird	8
1302	Pisces	6
1303	pocketfuls	10
1304	compassionately	15
1305	Labrador's	10
1306	hurl	4
1307	abridges	8
1308	pay	3
1309	Ventolin's	10
1310	vitriol's	9
1311	cannibals	9
1312	impalpable	10
1313	decreasing	10
1314	creditable	10
1315	roundworm's	11
1316	third	5
1317	Uzbekistan	10
1318	frozen	6
1319	sea's	5
1320	misquote	8
1321	taffeta	7
1322	depressive	10
1323	spaceship's	11
1324	reconnected	11
1325	rick's	6
1326	Letha's	7
1327	Karloff	7
1328	Cambrian	8
1329	Dedekind	8
1330	drinks	6
1331	altitude	8
1332	visor's	7
1333	misapplies	10
1334	scrubbed	8
1335	McFarland's	11
1336	imitators	9
1337	reddened	8
1338	implication	11
1339	pedestrian's	12
1340	mushiness	9
1341	chipper's	9
1342	anarchist	9
1343	Hartman's	9
1344	Kahlua	6
1345	sunshine's	10
1346	caroming	8
1347	transit	7
1348	lefter	6
1349	product	7
1350	logic	5
1351	needier	7
1352	daydream's	10
1353	growl's	7
1354	imagination's	13
1355	rediscovers	11
1356	bedding's	9
1357	slabbed	7
1358	shrimped	8
1359	snakebite's	11
1360	lockups	7
1361	canvas's	8
1362	cabbed	6
1363	consignment's	13
1364	warding	7
1365	troth	5
1366	cation's	8
1367	sniveled	8
1368	letterbox	9
1369	Poe	3
1370	bucketfuls	10
1371	parenthetic	11
1372	ditched	7
1373	uncommoner	10
1374	scrabble	8
1375	undies	6
1376	perfunctory	11
1377	chauffeuring	12
1378	pooled	6
1379	deposit	7
1380	loll	4
1381	Savior	6
1382	fueling	7
1383	sameness's	10
1384	Rush's	6
1385	waivers	7
1386	tracking	8
1387	buoyant	7
1388	cleats	6
1389	heartlessness's	15
1390	aquavit's	9
1391	girlfriend	10
1392	rivet's	7
1393	pharyngeal	10
1394	orbs	4
1395	Cancer's	8
1396	gnarlier	8
1397	Nora's	6
1398	Brahms	6
1399	Sheppard's	10
1400	protest	7
1401	sequentially	12
1402	declamatory	11
1403	gynecologist	12
1404	traverse	8
1405	appertained	11
1406	foreordained	12
1407	bucklers	8
1408	compendium	10
1409	chewer	6
1410	addictions	10
1411	Rachelle	8
1412	soundly	7
1413	whorls	6
1414	pinpoint's	10
1415	disentangle	11
1416	lilies	6
1417	arborvitaes	11
1418	stammer's	9
1419	frugality's	11
1420	filtering	9
1421	piffle	6
1422	entomologist	12
1423	explosion's	11
1424	womanliest	10
1425	slopping	8
1426	boyishly	8
1427	neighborhood's	14
1428	liking's	8
1429	airfoil	7
1430	euro's	6
1431	beatific	8
1432	vapid	5
1433	lowercase's	11
1434	crematorium	11
1435	extenuation's	13
1436	actuaries	9
1437	rubbishes	9
1438	hastily	7
1439	corpuses	8
1440	creepy	6
1441	Palestine	9
1442	unashamed	9
1443	confessional's	14
1444	timorous	8
1445	egocentrics	11
1446	desegregate	11
1447	celebrity	9
1448	cataleptic	10
1449	replaying	9
1450	tumbrel's	9
1451	percolate	9
1452	uprisings	9
1453	couplings	9
1454	transfigure	11
1455	bricklaying	11
1456	flavoring's	11
1457	wildfowls	9
1458	irradiate	9
1459	id's	4
1460	indentation	11
1461	banister	8
1462	scrounger's	11
1463	deduction	9
1464	Gus	3
1465	Allan	5
1466	federally	9
1467	Croatians	9
1468	franc	5
1469	reenlisting	11
1470	sincere	7
1471	concussion's	12
1472	decapitating	12
1473	Nouakchott	10
1474	harm	4
1475	patchier	8
1476	incalculable	12
1477	snaffling	9
1478	mountaintops	12
1479	comment's	9
1480	squids	6
1481	erogenous	9
1482	looter's	8
1483	attributes	10
1484	squelches	9
1485	Bobbie	6
1486	switcher	8
1487	balkier	7
1488	obstruction's	13
1489	hailstones	10
1490	legitimizes	11
1491	hulks	5
1492	tankers	7
1493	gunwales	8
1494	remarrying	10
1495	culminations	12
1496	visceral	8
1497	snakiest	8
1498	adulteress	10
1499	deuce's	7
1500	upsurge	7
1501	jinxes	6
1502	salad	5
1503	anion's	7
1504	defamation	10
1505	coronaries	10
1506	Boeing's	8
1507	rustier	7
1508	smooths	7
1509	troupe's	8
1510	invalidate	10
1511	toddled	7
1512	Tunis's	7
1513	skunk	5
1514	sinusitis	9
1515	alchemist	9
1516	Bran	4
1517	infinitely	10
1518	garnisheed	10
1519	shuteye	7
1520	gregariousness	14
1521	ravings	7
1522	Olav's	6
1523	maturation	10
1524	brashest	8
